,期数,红球号码_1,红球号码_2,红球号码_3,红球号码_4,红球号码_5,红球号码_6,红球号码_7,红球号码_8,红球号码_9,红球号码_10,红球号码_11,红球号码_12,红球号码_13
406,20220103125,4,4,4,2,14,13,11,12,16,13,13,10,9
407,20220103124,1,1,4,2,14,11,13,8,16,13,13,10,3
408,20220103123,1,4,4,2,13,10,13,7,17,13,14,9,1
409,20220103122,2,4,4,2,11,11,10,11,19,17,12,15,11
410,20220103121,4,4,4,2,14,10,14,6,16,15,11,14,10
411,20220103120,2,4,4,2,14,12,12,10,16,14,12,12,12
412,20220103119,4,4,4,3,15,11,14,7,15,12,13,9,1
413,20220103118,1,4,4,3,15,12,13,9,15,12,13,9,4
414,20220103117,2,4,4,2,12,12,10,12,18,15,13,12,11
415,20220103116,1,4,4,1,17,12,15,7,13,13,10,13,10
416,20220103115,2,4,4,1,16,13,13,10,14,10,14,6,6
417,20220103114,1,1,1,1,18,15,13,12,12,11,11,10,9
418,20220103113,1,1,4,3,15,13,12,11,15,10,15,5,5
419,20220103112,1,4,4,2,14,12,12,10,16,13,13,10,13
420,20220103111,2,4,4,2,13,10,13,7,17,13,14,9,1
421,20220103110,1,1,4,1,18,12,16,6,12,11,11,10,3
422,20220103109,1,4,4,2,14,14,10,14,16,12,14,8,7
423,20220103108,2,4,4,2,12,10,12,8,18,14,14,10,3
424,20220103107,1,4,4,1,16,11,15,6,14,13,11,12,2
425,20220103106,2,4,4,2,14,11,13,8,16,11,15,6,4
426,20220103105,1,4,4,1,16,12,14,8,14,12,12,10,3
427,20220103104,2,4,4,2,13,11,12,9,17,12,15,7,4
428,20220103103,1,4,4,1,17,13,14,9,13,13,10,13,10
429,20220103102,2,4,4,2,13,13,10,13,17,13,14,9,7
430,20220103101,1,1,4,1,16,12,14,8,14,13,11,12,10
431,20220103100,1,4,4,3,15,13,12,11,15,12,13,9,7
432,20220103099,2,2,2,2,11,10,11,9,19,14,15,9,4
433,20220103098,2,2,4,2,13,10,13,7,17,16,11,15,10
434,20220103097,2,4,4,2,14,10,14,6,16,13,13,10,3
435,20220103096,1,4,4,1,16,12,14,8,14,12,12,10,3
436,20220103095,2,4,4,2,14,13,11,12,16,13,13,10,9
437,20220103094,1,1,1,1,16,14,12,12,14,14,10,14,11
438,20220103093,1,1,4,3,15,12,13,9,15,11,14,7,4
439,20220103092,1,4,4,2,14,12,12,10,16,13,13,10,13
440,20220103091,2,4,4,2,13,12,11,11,17,15,12,13,11
441,20220103090,4,4,4,1,17,13,14,9,13,13,10,13,10
442,20220103089,1,4,4,1,17,15,12,13,13,11,12,9,7
443,20220103088,2,4,4,2,13,12,11,11,17,12,15,7,5
444,20220103087,1,1,4,1,16,12,14,8,14,13,11,12,10
445,20220103086,1,4,4,3,15,12,13,9,15,11,14,7,4
446,20220103085,2,4,4,2,13,13,10,13,17,15,12,13,11
447,20220103084,1,1,4,3,15,12,13,9,15,14,11,13,10
448,20220103083,1,4,4,2,14,12,12,10,16,13,13,10,13
449,20220103082,2,2,4,2,12,11,11,10,18,15,13,12,12
450,20220103081,2,4,4,2,14,12,12,10,16,16,10,16,12
451,20220103080,1,4,4,3,15,13,12,11,15,14,11,13,11
452,20220103079,2,2,4,2,14,12,12,10,16,13,13,10,13
453,20220103078,2,4,4,1,16,13,13,10,14,13,11,12,12
454,20220103077,1,4,4,1,17,14,13,11,13,11,12,9,7
455,20220103076,2,4,4,3,15,15,10,15,15,13,12,11,8
456,20220103075,1,4,4,1,16,12,14,8,14,11,13,8,4
457,20220103074,2,2,4,2,13,12,11,11,17,13,14,9,7
458,20220103073,2,4,4,3,15,11,14,7,15,13,12,11,2
459,20220103072,1,1,4,1,17,13,14,9,13,11,12,9,4
460,20220103071,1,4,4,3,15,14,11,13,15,12,13,9,7
461,20220103070,2,4,4,2,14,11,13,8,16,12,14,8,4
462,20220103069,4,4,4,3,15,12,13,9,15,13,12,11,10
463,20220103068,1,4,4,3,15,12,13,9,15,12,13,9,4
464,20220103067,4,4,4,2,14,12,12,10,16,13,13,10,13
465,20220103066,1,4,4,2,14,11,13,8,16,13,13,10,3
466,20220103065,2,4,4,2,13,12,11,11,17,15,12,13,11
467,20220103064,4,4,4,3,15,12,13,9,15,14,11,13,10
468,20220103063,4,4,4,3,15,13,12,11,15,13,12,11,11
469,20220103062,1,4,4,3,15,11,14,7,15,11,14,7,4
470,20220103061,2,4,4,2,14,12,12,10,16,13,13,10,13
471,20220103060,4,4,4,3,15,13,12,11,15,14,11,13,11
472,20220103059,1,4,4,3,15,13,12,11,15,13,12,11,11
473,20220103058,2,4,4,2,14,12,12,10,16,13,13,10,13
474,20220103057,4,4,4,1,16,13,13,10,14,13,11,12,12
475,20220103056,1,4,4,1,16,13,13,10,14,11,13,8,6
476,20220103055,2,4,4,2,12,12,10,12,18,14,14,10,9
477,20220103054,1,1,4,1,17,12,15,7,13,13,10,13,10
478,20220103053,1,4,4,1,16,15,11,14,14,12,12,10,9
479,20220103052,2,2,4,2,13,11,12,9,17,12,15,7,4
480,20220103051,2,4,4,3,15,12,13,9,15,14,11,13,10
481,20220103050,1,4,4,1,17,15,12,13,13,13,10,13,11
482,20220103049,4,4,4,3,15,15,10,15,15,13,12,11,8
483,20220103048,2,4,4,3,15,13,12,11,15,13,12,11,11
484,20220103047,1,4,4,1,18,14,14,10,12,11,11,10,13
485,20220103046,2,2,4,2,13,12,11,11,17,11,16,5,5
486,20220103045,2,4,4,1,16,11,15,6,14,12,12,10,3
487,20220103044,1,4,4,1,17,14,13,11,13,11,12,9,7
488,20220103043,2,4,4,3,15,13,12,11,15,11,14,7,5
489,20220103042,1,4,4,1,17,12,15,7,13,10,13,7,4
490,20220103041,2,4,4,2,14,13,11,12,16,12,14,8,7
491,20220103040,4,4,4,3,15,12,13,9,15,13,12,11,10
492,20220103039,4,4,4,3,15,13,12,11,15,13,12,11,11
493,20220103038,2,4,4,3,15,11,14,7,15,11,14,7,4
494,20220103037,1,1,4,1,16,11,15,6,14,10,14,6,4
495,20220103036,1,4,4,2,14,12,12,10,16,12,14,8,6
496,20220103035,2,2,4,2,12,11,11,10,18,15,13,12,12
497,20220103034,2,4,4,2,14,12,12,10,16,16,10,16,12
498,20220103033,4,4,4,3,15,13,12,11,15,14,11,13,11
499,20220103032,2,4,4,3,15,13,12,11,15,13,12,11,11
500,20220103031,1,4,4,1,18,14,14,10,12,11,11,10,13
501,20220103030,2,4,4,2,12,12,10,12,18,12,16,6,5
502,20220103029,1,1,1,1,18,12,16,6,12,12,10,12,2
503,20220103028,1,1,4,1,17,16,11,15,13,11,12,9,7
504,20220103027,1,4,4,3,15,13,12,11,15,11,14,7,5
505,20220103026,2,2,4,2,13,13,10,13,17,15,12,13,11
506,20220103025,2,4,4,3,15,10,15,5,15,12,13,9,1
507,20220103024,1,4,4,1,18,14,14,10,12,11,11,10,13
508,20220103023,4,4,4,1,16,15,11,14,14,11,13,8,7
509,20220103022,1,1,4,1,16,14,12,12,14,12,12,10,9
510,20220103021,1,4,4,3,15,11,14,7,15,10,15,5,4
511,20220103020,2,4,4,2,14,13,11,12,16,14,12,12,11
512,20220103019,1,4,4,1,17,14,13,11,13,13,10,13,11
513,20220103018,2,4,4,2,12,11,11,10,18,12,16,6,6
514,20220103017,4,4,4,3,15,11,14,7,15,14,11,13,10
515,20220103016,2,2,4,3,15,12,13,9,15,12,13,9,4
516,20220103015,2,4,4,1,16,13,13,10,14,12,12,10,13
517,20220103014,1,4,4,1,17,13,14,9,13,10,13,7,4
518,20220103013,4,4,4,3,15,14,11,13,15,12,13,9,7
519,20220103012,4,4,4,3,15,13,12,11,15,13,12,11,11
520,20220103011,2,2,4,3,15,13,12,11,15,13,12,11,11
521,20220103010,2,4,4,1,16,13,13,10,14,12,12,10,13
522,20220103009,1,4,4,1,18,15,13,12,12,11,11,10,9
523,20220103008,2,4,4,3,15,13,12,11,15,10,15,5,5
524,20220103007,4,4,4,1,17,14,13,11,13,12,11,11,11
525,20220103006,1,4,4,1,17,14,13,11,13,10,13,7,5
526,20220103005,2,4,4,2,14,12,12,10,16,11,15,6,6
527,20220103004,1,4,4,3,15,12,13,9,15,13,12,11,10
528,20220104179,1,4,4,1,16,13,13,10,14,12,12,10,13
529,20220104178,4,4,4,3,15,12,13,9,15,11,14,7,4
530,20220104177,2,4,4,3,15,13,12,11,15,13,12,11,11
531,20220104176,4,4,4,1,17,14,13,11,13,12,11,11,11
532,20220104175,1,1,4,1,17,16,11,15,13,12,11,11,8
533,20220104174,1,4,4,1,16,13,13,10,14,10,14,6,6
534,20220104173,4,4,4,3,15,14,11,13,15,13,12,11,8
535,20220104172,1,4,4,3,15,11,14,7,15,11,14,7,4
536,20220104171,2,4,4,2,14,12,12,10,16,13,13,10,13
537,20220104170,1,4,4,3,15,12,13,9,15,13,12,11,10
538,20220104169,4,4,4,2,14,12,12,10,16,13,13,10,13
539,20220104168,2,4,4,2,14,12,12,10,16,14,12,12,12
540,20220104167,4,4,4,3,15,12,13,9,15,13,12,11,10
541,20220104166,4,4,4,3,15,13,12,11,15,13,12,11,11
542,20220104165,1,4,4,3,15,13,12,11,15,13,12,11,11
543,20220104164,2,4,4,2,14,13,11,12,16,14,12,12,11
544,20220104163,1,4,4,1,17,13,14,9,13,12,11,11,10
545,20220104162,2,2,4,2,12,12,10,12,18,13,15,8,7
546,20220104161,2,4,4,2,14,11,13,8,16,15,11,14,10
547,20220104160,4,4,4,3,15,12,13,9,15,13,12,11,10
548,20220104159,4,4,4,3,15,13,12,11,15,13,12,11,11
549,20220104158,1,4,4,3,15,13,12,11,15,13,12,11,11
550,20220104157,4,4,4,2,14,11,13,8,16,12,14,8,4
551,20220104156,4,4,4,2,14,12,12,10,16,14,12,12,12
552,20220104155,1,4,4,1,18,13,15,8,12,11,11,10,3
553,20220104154,2,4,4,2,14,13,11,12,16,11,15,6,5
554,20220104153,1,4,4,1,18,14,14,10,12,12,10,12,12
555,20220104152,2,4,4,2,12,11,11,10,18,11,17,4,6
556,20220104151,1,4,4,1,18,12,16,6,12,12,10,12,2
557,20220104150,2,4,4,2,12,12,10,12,18,12,16,6,5
558,20220104149,1,4,4,2,14,11,13,8,16,15,11,14,10
559,20220104148,2,2,4,2,12,10,12,8,18,14,14,10,3
560,20220104147,2,4,4,3,15,11,14,7,15,14,11,13,10
561,20220104146,4,4,4,1,16,13,13,10,14,12,12,10,13
562,20220104145,1,1,4,1,16,15,11,14,14,13,11,12,8
563,20220104144,1,4,4,3,15,14,11,13,15,13,12,11,8
564,20220104143,4,4,4,2,14,13,11,12,16,14,12,12,11
565,20220104142,2,4,4,2,14,12,12,10,16,14,12,12,12
566,20220104141,4,4,4,1,16,13,13,10,14,13,11,12,12
567,20220104140,1,4,4,1,16,14,12,12,14,12,12,10,9
568,20220104139,2,2,4,2,13,12,11,11,17,13,14,9,7
569,20220104138,2,4,4,2,14,12,12,10,16,15,11,14,12
570,20220104137,1,1,4,1,17,13,14,9,13,12,11,11,10
571,20220104136,1,4,4,2,14,14,10,14,16,13,13,10,9
572,20220104135,2,2,4,2,13,10,13,7,17,13,14,9,1
573,20220104134,2,4,4,3,15,12,13,9,15,14,11,13,10
574,20220104133,1,1,4,1,17,13,14,9,13,11,12,9,4
575,20220104132,1,4,4,1,16,15,11,14,14,12,12,10,9
576,20220104131,2,4,4,3,15,14,11,13,15,13,12,11,8
577,20220104130,1,1,4,1,16,12,14,8,14,11,13,8,4
578,20220104129,1,4,4,3,15,13,12,11,15,12,13,9,7
579,20220104128,2,4,4,2,14,12,12,10,16,13,13,10,13
580,20220104127,1,4,4,3,15,12,13,9,15,13,12,11,10
581,20220104126,2,4,4,2,13,11,12,9,17,13,14,9,4
582,20220104125,1,1,4,1,17,13,14,9,13,13,10,13,10
583,20220104124,1,4,4,1,16,14,12,12,14,11,13,8,7
584,20220104123,2,2,4,2,14,12,12,10,16,12,14,8,6
585,20220104122,2,4,4,3,15,12,13,9,15,13,12,11,10
586,20220104121,4,4,4,1,17,15,12,13,13,13,10,13,11
587,20220104120,1,4,4,1,17,15,12,13,13,11,12,9,7
588,20220104119,4,4,4,3,15,14,11,13,15,12,13,9,7
589,20220104118,2,2,4,3,15,12,13,9,15,12,13,9,4
590,20220104117,2,4,4,1,16,14,12,12,14,13,11,12,11
591,20220104116,1,1,4,1,18,15,13,12,12,11,11,10,9
592,20220104115,1,4,4,1,16,14,12,12,14,10,14,6,5
593,20220104114,2,4,4,2,14,13,11,12,16,13,13,10,9
594,20220104113,1,4,4,1,17,13,14,9,13,12,11,11,10
595,20220104112,2,4,4,1,16,15,11,14,14,12,12,10,9
596,20220104111,1,4,4,1,18,15,13,12,12,11,11,10,9
597,20220104110,4,4,4,1,17,16,11,15,13,11,12,9,7
598,20220104109,1,4,4,1,17,15,12,13,13,11,12,9,7
599,20220104108,2,4,4,1,16,15,11,14,14,12,12,10,9
600,20220104107,1,4,4,1,18,15,13,12,12,11,11,10,9
601,20220104106,2,2,4,2,14,14,10,14,16,12,14,8,7
602,20220104105,2,4,4,1,17,12,15,7,13,11,12,9,1
603,20220104104,1,1,4,1,18,15,13,12,12,10,12,8,7
604,20220104103,1,4,4,1,16,14,12,12,14,10,14,6,5
605,20220104102,4,4,4,2,13,13,10,13,17,14,13,11,8
606,20220104101,2,2,4,2,13,10,13,7,17,14,13,11,2
607,20220104100,2,4,4,2,14,12,12,10,16,15,11,14,12
608,20220104099,1,4,4,1,16,14,12,12,14,14,10,14,11
609,20220104098,2,4,4,3,15,14,11,13,15,13,12,11,8
610,20220104097,4,4,4,1,16,14,12,12,14,13,11,12,11
611,20220104096,4,4,4,1,16,12,14,8,14,10,14,6,4
612,20220104095,4,4,4,1,16,14,12,12,14,12,12,10,9
613,20220104094,1,1,4,1,16,15,11,14,14,13,11,12,8
614,20220104093,1,4,4,3,15,14,11,13,15,13,12,11,8
615,20220104092,2,4,4,2,14,11,13,8,16,12,14,8,4
616,20220104091,1,4,4,1,16,13,13,10,14,13,11,12,12
617,20220104090,4,4,4,3,15,11,14,7,15,10,15,5,4
618,20220104089,1,4,4,3,15,12,13,9,15,12,13,9,4
619,20220104088,2,4,4,2,13,12,11,11,17,14,13,11,11
620,20220104087,4,4,4,3,15,12,13,9,15,14,11,13,10
621,20220104086,1,1,4,3,15,13,12,11,15,13,12,11,11
622,20220104085,1,4,4,2,14,12,12,10,16,13,13,10,13
623,20220104084,2,2,4,2,12,11,11,10,18,15,13,12,12
624,20220104083,2,4,4,2,14,10,14,6,16,14,12,12,2
625,20220104082,1,4,4,3,15,12,13,9,15,13,12,11,10
626,20220104081,2,4,4,2,13,11,12,9,17,13,14,9,4
627,20220104080,1,4,4,2,14,12,12,10,16,15,11,14,12
628,20220104079,2,4,4,2,13,10,13,7,17,13,14,9,1
629,20220104078,1,4,4,1,17,13,14,9,13,13,10,13,10
630,20220104077,2,2,4,2,14,14,10,14,16,13,13,10,9
631,20220104076,2,4,4,3,15,12,13,9,15,13,12,11,10
632,20220104075,1,1,4,1,18,13,15,8,12,10,12,8,4
633,20220104074,1,4,4,2,14,13,11,12,16,11,15,6,5
634,20220104073,2,4,4,2,13,11,12,9,17,14,13,11,10
635,20220104072,1,4,4,3,15,11,14,7,15,13,12,11,2
636,20220104071,2,2,4,2,12,10,12,8,18,13,15,8,4
637,20220104070,2,4,4,2,13,11,12,9,17,16,11,15,10
638,20220104069,1,4,4,1,17,12,15,7,13,12,11,11,2
639,20220104068,2,4,4,2,13,11,12,9,17,11,16,5,4
640,20220104067,1,1,4,1,17,12,15,7,13,12,11,11,2
641,20220104066,1,4,4,3,15,13,12,11,15,11,14,7,5
642,20220104065,4,4,4,2,14,13,11,12,16,14,12,12,11
643,20220104064,2,4,4,2,14,12,12,10,16,14,12,12,12
644,20220104063,1,4,4,1,18,14,14,10,12,12,10,12,12
645,20220104062,4,4,4,3,15,14,11,13,15,11,14,7,7
646,20220104061,4,4,4,3,15,12,13,9,15,12,13,9,4
647,20220104060,2,2,4,3,15,12,13,9,15,12,13,9,4
648,20220104059,2,4,4,1,16,13,13,10,14,12,12,10,13
649,20220104058,1,1,4,1,18,15,13,12,12,11,11,10,9
650,20220104057,1,4,4,2,14,14,10,14,16,12,14,8,7
651,20220104056,2,4,4,2,12,10,12,8,18,14,14,10,3
652,20220104055,1,4,4,1,16,11,15,6,14,13,11,12,2
653,20220104054,2,2,4,3,15,13,12,11,15,12,13,9,7
654,20220104053,2,4,4,1,16,12,14,8,14,11,13,8,4
655,20220104052,1,1,4,1,18,15,13,12,12,11,11,10,9
656,20220104051,1,4,4,3,15,14,11,13,15,11,14,7,7
657,20220104050,2,4,4,2,10,10,10,10,20,15,15,10,13
658,20220104049,1,4,4,1,16,10,16,4,14,14,10,14,2
659,20220104048,2,4,4,3,15,13,12,11,15,12,13,9,7
660,20220104047,4,4,4,1,16,14,12,12,14,13,11,12,11
661,20220104046,4,4,4,1,16,13,13,10,14,11,13,8,6
662,20220104045,1,4,4,1,16,14,12,12,14,12,12,10,9
663,20220104044,2,2,4,2,13,12,11,11,17,13,14,9,7
664,20220104043,2,4,4,3,15,11,14,7,15,13,12,11,2
665,20220104042,1,4,4,1,17,15,12,13,13,13,10,13,11
666,20220104041,2,4,4,2,14,12,12,10,16,11,15,6,6
667,20220104040,4,4,4,3,15,12,13,9,15,13,12,11,10
668,20220104039,2,4,4,3,15,14,11,13,15,14,11,13,11
669,20220104038,1,4,4,1,16,13,13,10,14,12,12,10,13
670,20220104037,2,2,4,2,13,12,11,11,17,13,14,9,7
671,20220104036,2,4,4,1,16,12,14,8,14,13,11,12,10
672,20220104035,1,4,4,1,18,15,13,12,12,11,11,10,9
673,20220104034,2,4,4,1,16,15,11,14,14,11,13,8,7
674,20220104033,1,4,4,1,17,14,13,11,13,11,12,9,7
675,20220104032,4,4,4,3,15,14,11,13,15,12,13,9,7
676,20220104031,1,4,4,3,15,13,12,11,15,13,12,11,11
677,20220104030,2,4,4,2,14,11,13,8,16,12,14,8,4
678,20220104029,1,4,4,1,16,13,13,10,14,13,11,12,12
679,20220104028,2,2,4,2,14,14,10,14,16,14,12,12,8
680,20220104027,2,4,4,3,15,11,14,7,15,12,13,9,1
681,20220104026,1,1,1,1,18,15,13,12,12,12,10,12,11
682,20220104025,1,1,4,1,17,15,12,13,13,10,13,7,7
683,20220104024,1,4,4,3,15,13,12,11,15,11,14,7,5
684,20220104023,2,4,4,2,13,12,11,11,17,14,13,11,11
685,20220104022,1,4,4,1,16,12,14,8,14,13,11,12,10
686,20220104021,2,4,4,2,11,11,10,11,19,14,15,9,7
687,20220104020,4,4,4,1,16,11,15,6,14,14,10,14,10
688,20220104019,1,4,4,1,16,13,13,10,14,11,13,8,6
689,20220104018,2,4,4,3,15,12,13,9,15,11,14,7,4
690,20220104017,1,1,4,1,18,15,13,12,12,12,10,12,11
691,20220104016,1,4,4,1,16,15,11,14,14,11,13,8,7
692,20220104015,2,2,4,2,13,12,11,11,17,13,14,9,7
693,20220104014,2,4,4,3,15,12,13,9,15,14,11,13,10
694,20220104013,1,4,4,1,17,12,15,7,13,10,13,7,4
695,20220104012,2,4,4,2,12,11,11,10,18,12,16,6,6
696,20220104011,1,4,4,3,15,12,13,9,15,15,10,15,10
697,20220104010,4,4,4,2,14,12,12,10,16,13,13,10,13
698,20220104009,2,4,4,2,14,13,11,12,16,15,11,14,11
699,20220104008,1,4,4,1,18,13,15,8,12,11,11,10,3
700,20220104007,2,4,4,1,16,15,11,14,14,11,13,8,7
701,20220104006,1,1,4,1,17,13,14,9,13,10,13,7,4
702,20220104005,1,4,4,1,16,15,11,14,14,12,12,10,9
703,20220104004,2,4,4,2,14,12,12,10,16,12,14,8,6
704,20220105179,4,4,4,2,14,13,11,12,16,14,12,12,11
705,20220105178,2,4,4,2,14,13,11,12,16,15,11,14,11
706,20220105177,1,1,4,1,16,13,13,10,14,13,11,12,12
707,20220105176,1,4,4,2,14,11,13,8,16,11,15,6,4
708,20220105175,2,4,4,2,13,10,13,7,17,13,14,9,1
709,20220105174,4,4,4,3,15,10,15,5,15,12,13,9,1
710,20220105173,1,4,4,3,15,13,12,11,15,13,12,11,11
711,20220105172,2,4,4,2,14,12,12,10,16,13,13,10,13
712,20220105171,1,1,4,3,15,13,12,11,15,14,11,13,11
713,20220105170,1,4,4,2,14,12,12,10,16,13,13,10,13
714,20220105169,2,4,4,2,12,11,11,10,18,15,13,12,12
715,20220105168,1,4,4,1,16,11,15,6,14,13,11,12,2
716,20220105167,2,4,4,2,11,11,10,11,19,14,15,9,7
717,20220105166,1,4,4,1,17,11,16,5,13,13,10,13,2
718,20220105165,4,4,4,1,16,14,12,12,14,11,13,8,7
719,20220105164,1,4,4,1,16,14,12,12,14,12,12,10,9
720,20220105163,2,4,4,2,13,13,10,13,17,14,13,11,8
721,20220105162,1,4,4,3,15,12,13,9,15,14,11,13,10
722,20220105161,2,4,4,2,13,10,13,7,17,12,15,7,4
723,20220105160,4,4,4,3,15,11,14,7,15,13,12,11,2
724,20220105159,2,4,4,3,15,13,12,11,15,13,12,11,11
725,20220105158,1,4,4,1,18,14,14,10,12,11,11,10,13
726,20220105157,4,4,4,1,16,15,11,14,14,11,13,8,7
727,20220105156,1,4,4,3,15,11,14,7,15,10,15,5,4
728,20220105155,4,4,4,2,14,12,12,10,16,13,13,10,13
729,20220105154,2,4,4,2,14,14,10,14,16,16,10,16,11
730,20220105153,1,1,4,1,17,14,13,11,13,13,10,13,11
731,20220105152,1,4,4,3,15,12,13,9,15,10,15,5,4
732,20220105151,2,4,4,2,13,10,13,7,17,12,15,7,4
733,20220105150,1,1,4,1,17,12,15,7,13,12,11,11,2
734,20220105149,1,4,4,1,16,15,11,14,14,12,12,10,9
735,20220105148,2,2,4,3,15,14,11,13,15,13,12,11,8
736,20220105147,2,4,4,1,16,13,13,10,14,12,12,10,13
737,20220105146,1,4,4,1,19,15,14,11,11,10,11,9,7
738,20220105145,2,4,4,2,12,12,10,12,18,11,17,4,5
739,20220105144,1,1,4,1,17,10,17,3,13,11,12,9,1
740,20220105143,1,4,4,1,16,15,11,14,14,12,12,10,9
741,20220105142,4,4,4,3,15,14,11,13,15,13,12,11,8
742,20220105141,2,4,4,3,15,13,12,11,15,13,12,11,11
743,20220105140,1,4,4,1,16,14,12,12,14,13,11,12,11
744,20220105139,2,2,4,2,14,13,11,12,16,13,13,10,9
745,20220105138,2,4,4,3,15,11,14,7,15,12,13,9,1
746,20220105137,1,4,4,1,16,12,14,8,14,11,13,8,4
747,20220105136,2,2,4,2,14,13,11,12,16,13,13,10,9
748,20220105135,2,4,4,3,15,12,13,9,15,13,12,11,10
749,20220105134,1,4,4,1,17,12,15,7,13,10,13,7,4
750,20220105133,2,2,4,2,13,13,10,13,17,13,14,9,7
751,20220105132,2,4,4,2,14,12,12,10,16,15,11,14,12
752,20220105131,1,1,4,1,16,11,15,6,14,11,13,8,1
753,20220105130,1,4,4,2,14,13,11,12,16,13,13,10,9
754,20220105129,2,2,4,2,13,12,11,11,17,15,12,13,11
755,20220105128,2,4,4,2,14,12,12,10,16,15,11,14,12
756,20220105127,1,4,4,1,16,11,15,6,14,11,13,8,1
757,20220105126,2,4,4,3,15,12,13,9,15,11,14,7,4
758,20220105125,1,4,4,1,17,14,13,11,13,12,11,11,11
759,20220105124,4,4,4,1,16,15,11,14,14,12,12,10,9
760,20220105123,1,4,4,1,16,14,12,12,14,12,12,10,9
761,20220105122,2,4,4,2,12,10,12,8,18,12,16,6,4
762,20220105121,1,1,4,1,16,11,15,6,14,13,11,12,2
763,20220105120,1,4,4,2,13,13,10,13,17,14,13,11,8
764,20220105119,2,2,2,2,12,11,11,10,18,16,12,14,12
765,20220105118,2,2,2,2,14,11,13,8,16,15,11,14,10
766,20220105117,2,2,4,3,15,13,12,11,15,14,11,13,11
767,20220105116,2,4,4,1,16,12,14,8,14,11,13,8,4
768,20220105115,1,1,4,1,19,15,14,11,11,10,11,9,7
769,20220105114,1,4,4,1,16,16,10,16,14,11,13,8,7
770,20220105113,2,4,4,2,11,11,10,11,19,14,15,9,7
771,20220105112,1,4,4,3,15,11,14,7,15,15,10,15,10
772,20220105111,2,4,4,2,12,11,11,10,18,14,14,10,13
773,20220105110,1,4,4,1,17,11,16,5,13,12,11,11,2
774,20220105109,4,4,4,3,15,13,12,11,15,11,14,7,5
775,20220105108,1,4,4,3,15,13,12,11,15,13,12,11,11
776,20220105107,2,2,2,2,12,10,12,8,18,13,15,8,4
777,20220105106,2,2,4,2,13,10,13,7,17,15,12,13,10
778,20220105105,2,4,4,1,16,12,14,8,14,13,11,12,10
779,20220105104,1,4,4,1,17,14,13,11,13,11,12,9,7
780,20220105103,2,4,4,2,12,11,11,10,18,12,16,6,6
781,20220105102,1,4,4,1,17,11,16,5,13,12,11,11,2
782,20220105101,4,4,4,2,14,13,11,12,16,12,14,8,7
783,20220105100,4,4,4,2,14,12,12,10,16,14,12,12,12
784,20220105099,4,4,4,2,14,12,12,10,16,14,12,12,12
785,20220105098,2,4,4,2,14,11,13,8,16,13,13,10,3
786,20220105097,1,1,4,1,17,12,15,7,13,11,12,9,1
787,20220105096,1,4,4,1,16,14,12,12,14,11,13,8,7
788,20220105095,2,2,4,2,13,12,11,11,17,13,14,9,7
789,20220105094,2,4,4,2,14,12,12,10,16,15,11,14,12
790,20220105093,1,4,4,1,17,12,15,7,13,11,12,9,1
791,20220105092,2,4,4,2,13,13,10,13,17,13,14,9,7
792,20220105091,4,4,4,2,14,12,12,10,16,15,11,14,12
793,20220105090,2,4,4,2,14,12,12,10,16,14,12,12,12
794,20220105089,4,4,4,1,17,13,14,9,13,12,11,11,10
795,20220105088,1,4,4,1,17,16,11,15,13,12,11,11,8
796,20220105087,4,4,4,3,15,13,12,11,15,11,14,7,5
797,20220105086,2,4,4,3,15,12,13,9,15,12,13,9,4
798,20220105085,1,4,4,1,18,14,14,10,12,11,11,10,13
799,20220105084,2,4,4,2,14,14,10,14,16,12,14,8,7
800,20220105083,1,4,4,1,18,13,15,8,12,11,11,10,3
801,20220105082,2,4,4,3,15,15,10,15,15,12,13,9,7
802,20220105081,1,4,4,1,18,13,15,8,12,10,12,8,4
803,20220105080,4,4,4,3,15,14,11,13,15,11,14,7,7
804,20220105079,2,2,4,3,15,13,12,11,15,13,12,11,11
805,20220105078,2,4,4,1,16,13,13,10,14,12,12,10,13
806,20220105077,1,1,4,1,17,14,13,11,13,11,12,9,7
807,20220105076,1,4,4,3,15,12,13,9,15,10,15,5,4
808,20220105075,2,4,4,2,13,13,10,13,17,15,12,13,11
809,20220105074,1,4,4,1,16,13,13,10,14,14,10,14,12
810,20220105073,4,4,4,2,14,14,10,14,16,14,12,12,8
811,20220105072,2,2,4,2,14,12,12,10,16,14,12,12,12
812,20220105071,2,4,4,1,16,11,15,6,14,11,13,8,1
813,20220105070,1,4,4,1,17,14,13,11,13,11,12,9,7
814,20220105069,2,4,4,3,15,14,11,13,15,12,13,9,7
815,20220105068,1,1,4,1,16,12,14,8,14,11,13,8,4
816,20220105067,1,4,4,3,15,14,11,13,15,13,12,11,8
817,20220105066,4,4,4,2,14,12,12,10,16,13,13,10,13
818,20220105065,2,2,4,2,14,11,13,8,16,13,13,10,3
819,20220105064,2,4,4,3,15,13,12,11,15,14,11,13,11
820,20220105063,4,4,4,1,16,13,13,10,14,12,12,10,13
821,20220105062,4,4,4,1,16,13,13,10,14,11,13,8,6
822,20220105061,2,4,4,1,16,13,13,10,14,11,13,8,6
823,20220105060,1,4,4,1,17,16,11,15,13,13,10,13,8
824,20220105059,2,4,4,1,16,14,12,12,14,11,13,8,7
825,20220105058,1,1,4,1,17,14,13,11,13,11,12,9,7
826,20220105057,1,4,4,1,16,14,12,12,14,11,13,8,7
